ticker,date,open_price,close_price,high_price,low_price,volume_traded,market_cap
BAMB,2019-10-17,34.77,34.91,36.42,34.57,907653,31687886
BAMB,2019-10-18,35.54,36.25,36.27,33.77,487361,17667004
BAMB,2019-10-21,32.59,33.12,34.99,31.95,92439,3061588
BAMB,2019-10-22,34.79,34.02,35.62,32.38,166760,5672825
BAMB,2019-10-23,33.62,32.71,34.13,32.57,756834,24756074
BAMB,2019-10-24,35.59,35.9,36.34,34.88,388198,13934787
BAMB,2019-10-25,34.23,34.62,35.41,33.49,147028,5090585
BAMB,2019-10-28,35.18,34.86,36.5,33.76,543317,18940572
BAMB,2019-10-29,35.03,35.44,37.36,33.45,184234,6528389
BAMB,2019-10-30,31.99,31.17,32.67,30.94,500012,15587841
BAMB,2019-10-31,31.96,32.86,34.57,30.99,584241,19199672
BAMB,2019-11-01,32.43,33.3,34.08,31.48,823973,27437149
BAMB,2019-11-04,34.74,33.87,36.28,32.4,432136,14636510
BAMB,2019-11-05,32.67,33.26,34.81,32.08,686840,22847492
BAMB,2019-11-06,32.54,32.36,33.02,31.74,317336,10268447
BAMB,2019-11-07,32.04,32.38,33.32,31.16,593845,19227367
BAMB,2019-11-08,32.62,33.04,33.64,30.78,85450,2822905
BAMB,2019-11-11,32.81,33.79,34.33,31.49,589089,19904979
BAMB,2019-11-12,32.69,32.71,34.56,32.01,141916,4641896
BAMB,2019-11-13,35.7,35.88,36.5,34.35,532459,19103116
BAMB,2019-11-14,34.71,34.32,36.12,33.8,576755,19791908
BAMB,2019-11-15,35.15,35.0,35.83,33.79,711374,24895499
BAMB,2019-11-18,33.86,34.84,35.56,32.32,890797,31031805
BAMB,2019-11-19,31.93,31.97,33.6,30.22,389765,12459664
BAMB,2019-11-20,32.35,31.36,33.93,30.43,922615,28937451
BAMB,2019-11-21,35.32,34.74,35.84,34.38,50503,1754370
BAMB,2019-11-22,34.18,34.53,35.79,32.57,241640,8344397
BAMB,2019-11-25,33.97,33.75,35.23,31.85,391666,13217860
BAMB,2019-11-26,33.87,34.33,35.43,31.97,752646,25835604
BAMB,2019-11-27,33.43,33.44,34.96,32.65,210596,7042259
BAMB,2019-11-28,33.25,33.42,34.22,31.49,299199,10000673
BAMB,2019-11-29,35.01,34.17,35.66,33.27,267261,9132053
BAMB,2019-12-02,32.37,32.78,33.06,31.13,791384,25941469
BAMB,2019-12-03,35.63,34.77,36.06,33.26,316524,11007018
BAMB,2019-12-04,32.06,32.6,33.07,30.58,875114,28530000
BAMB,2019-12-05,32.42,33.35,33.56,30.45,424082,14141787
BAMB,2019-12-06,31.97,32.38,33.45,31.32,720574,23329348
BAMB,2019-12-09,33.07,33.09,34.37,31.98,383965,12706281
BAMB,2019-12-10,33.26,32.87,33.34,32.57,218914,7195085
BAMB,2019-12-11,35.26,35.53,36.97,34.07,849324,30174244
BAMB,2019-12-12,33.3,34.23,35.36,31.76,427692,14638403
BAMB,2019-12-13,33.29,32.5,33.48,30.91,630755,20499909
BAMB,2019-12-16,33.32,32.8,33.97,32.33,656493,21532627
BAMB,2019-12-17,34.17,34.8,35.71,33.42,829816,28881203
BAMB,2019-12-18,34.88,34.78,36.79,34.48,728706,25340884
BAMB,2019-12-19,32.78,31.84,34.54,30.62,341104,10860563
BAMB,2019-12-20,31.96,32.22,32.66,30.62,384315,12381808
BAMB,2019-12-23,32.08,31.74,33.49,29.82,416033,13204334
BAMB,2019-12-24,34.34,33.57,36.0,33.08,395672,13283620
BAMB,2019-12-25,34.09,33.82,35.42,33.32,872185,29496018
BAMB,2019-12-26,34.21,33.39,34.89,33.09,37492,1251718
BAMB,2019-12-27,34.39,33.61,35.42,32.82,823508,27676154
BAMB,2019-12-30,32.74,32.19,33.06,30.19,815698,26255254
BAMB,2019-12-31,32.87,32.41,33.57,31.7,590147,19128288
BAMB,2020-01-01,34.38,33.48,35.04,32.91,857463,28703730
BAMB,2020-01-02,33.7,34.16,36.11,32.31,627481,21436529
BAMB,2020-01-03,32.51,32.08,34.03,31.13,964340,30937919
BAMB,2020-01-06,33.33,33.25,34.73,32.2,292989,9740605
BAMB,2020-01-07,33.47,33.43,35.27,32.25,662107,22137184
BAMB,2020-01-08,33.24,32.49,34.87,30.61,393937,12799484
BAMB,2020-01-09,34.38,33.7,35.68,32.93,914708,30823817
BAMB,2020-01-10,32.04,32.1,32.53,31.36,618659,19861511
BAMB,2020-01-13,34.51,34.8,36.02,33.72,355175,12358793
BAMB,2020-01-14,32.28,32.75,34.04,30.33,450448,14751142
BAMB,2020-01-15,32.23,32.5,33.15,31.68,88661,2881299
BAMB,2020-01-16,31.82,31.06,32.99,29.24,36354,1129331
BAMB,2020-01-17,33.89,34.6,35.27,33.3,670441,23198430
BAMB,2020-01-20,35.52,35.52,36.52,33.67,539627,19167345
BAMB,2020-01-21,35.44,34.9,36.08,33.4,793185,27680093
BAMB,2020-01-22,34.86,35.01,36.74,33.76,407628,14273035
BAMB,2020-01-23,35.42,35.96,37.62,35.15,433694,15595391
BAMB,2020-01-24,31.87,31.38,33.84,31.01,79979,2509664
BAMB,2020-01-27,33.2,33.93,35.4,33.15,528532,17935229
BAMB,2020-01-28,34.13,34.86,35.39,33.27,106537,3713660
BAMB,2020-01-29,33.53,34.15,35.72,32.71,25473,869931
BAMB,2020-01-30,32.95,33.04,33.3,32.87,852602,28169785
BAMB,2020-01-31,32.71,33.67,34.03,30.88,55380,1864632
BAMB,2020-02-03,33.2,33.34,34.25,32.22,911385,30383113
BAMB,2020-02-04,32.79,31.99,34.52,31.39,612547,19593851
BAMB,2020-02-05,34.36,34.6,35.92,33.74,392230,13569441
BAMB,2020-02-06,32.5,32.97,34.43,32.48,718334,23685325
BAMB,2020-02-07,34.57,34.02,34.59,33.08,153068,5207012
BAMB,2020-02-10,35.46,35.38,37.39,33.9,228164,8071657
BAMB,2020-02-11,32.13,32.3,32.59,31.53,139923,4519730
BAMB,2020-02-12,32.01,31.21,32.4,30.65,79389,2477640
BAMB,2020-02-13,32.03,32.03,33.45,31.92,69556,2227632
BAMB,2020-02-14,34.15,34.84,36.45,33.97,46959,1636213
BAMB,2020-02-17,32.09,31.9,32.49,30.14,378657,12077518
BAMB,2020-02-18,32.37,31.59,32.68,31.16,764542,24153167
BAMB,2020-02-19,34.23,34.56,36.44,32.33,891735,30817093
BAMB,2020-02-20,34.86,35.36,36.8,34.76,770630,27252727
BAMB,2020-02-21,34.12,35.04,36.81,33.91,487804,17094716
BAMB,2020-02-24,35.01,34.37,35.96,32.48,721761,24809948
BAMB,2020-02-25,34.4,34.34,34.8,32.57,511669,17573252
BAMB,2020-02-26,35.23,35.08,36.06,34.47,994846,34898557
BAMB,2020-02-27,32.6,33.58,33.89,31.4,843568,28325858
BAMB,2020-02-28,33.44,33.92,35.9,33.37,731688,24821873
BAMB,2020-03-02,33.7,32.95,33.71,32.7,567845,18713030
BAMB,2020-03-03,32.49,31.51,32.87,29.73,566052,17834630
BAMB,2020-03-04,31.89,32.45,33.21,31.7,763977,24791857
BAMB,2020-03-05,34.34,34.05,36.2,32.36,405927,13823547
BAMB,2020-03-06,35.68,35.45,36.61,33.84,13779,488507
BAMB,2020-03-09,33.44,32.78,34.47,32.61,534447,17520911
BAMB,2020-03-10,32.12,31.27,32.17,31.16,252141,7885442
BAMB,2020-03-11,34.71,34.1,34.71,33.37,542190,18489845
BAMB,2020-03-12,31.79,31.62,32.41,30.99,876174,27706726
BAMB,2020-03-13,33.83,33.91,35.61,32.21,560334,18999665
BAMB,2020-03-16,33.6,33.03,35.11,32.75,723345,23889824
BAMB,2020-03-17,34.18,33.63,34.66,31.9,951733,32004820
BAMB,2020-03-18,32.38,31.9,34.0,30.87,670179,21381791
BAMB,2020-03-19,33.59,33.95,35.08,31.75,741967,25186407
BAMB,2020-03-20,33.57,33.66,35.28,32.35,333977,11241430
BAMB,2020-03-23,34.64,34.38,36.49,34.33,405793,13950824
BAMB,2020-03-24,34.35,33.38,35.28,31.89,87383,2916433
BAMB,2020-03-25,34.24,34.37,35.03,32.79,779260,26786573
BAMB,2020-03-26,32.08,31.94,33.16,31.24,412243,13166332
BAMB,2020-03-27,35.1,35.38,35.53,34.09,348932,12346449
BAMB,2020-03-30,34.75,34.5,35.89,33.61,868072,29952298
BAMB,2020-03-31,33.91,34.15,34.69,32.25,186756,6376852
BAMB,2020-04-01,33.18,33.31,34.62,32.52,90119,3001527
BAMB,2020-04-02,32.82,31.95,34.37,30.28,626498,20015602
BAMB,2020-04-03,33.88,34.62,35.32,33.03,122726,4248620
BAMB,2020-04-06,32.81,33.5,34.36,31.61,60420,2024146
BAMB,2020-04-07,32.2,31.83,33.52,31.51,26945,857575
BAMB,2020-04-08,33.6,34.39,34.44,32.48,819687,28190464
BAMB,2020-04-09,32.3,31.8,33.22,31.58,445305,14162180
BAMB,2020-04-10,32.37,32.93,34.59,30.38,810683,26698927
BAMB,2020-04-13,31.71,31.81,33.76,31.09,222880,7089935
BAMB,2020-04-14,31.95,32.19,33.35,31.54,229885,7400287
BAMB,2020-04-15,33.56,33.15,34.96,32.27,122745,4069504
BAMB,2020-04-16,32.02,31.53,33.47,30.97,815400,25707356
BAMB,2020-04-17,34.06,33.64,34.52,33.36,132033,4442019
BAMB,2020-04-20,32.22,31.46,34.21,31.1,153165,4817894
BAMB,2020-04-21,33.96,33.98,35.83,32.42,887866,30171281
BAMB,2020-04-22,33.28,32.6,34.15,31.06,14509,473051
BAMB,2020-04-23,32.2,33.0,34.33,30.36,919129,30335143
BAMB,2020-04-24,34.65,33.74,36.32,31.93,249854,8430464
BAMB,2020-04-27,32.18,31.36,32.89,30.0,870801,27310880
BAMB,2020-04-28,34.37,33.79,35.08,32.22,900194,30416978
BAMB,2020-04-29,32.89,32.14,33.88,30.7,643553,20684206
BAMB,2020-04-30,32.67,31.67,34.27,30.02,416888,13202110
BAMB,2020-05-01,32.59,32.82,34.43,32.31,465446,15276511
BAMB,2020-05-04,32.5,32.68,34.33,32.4,127648,4171156
BAMB,2020-05-05,32.09,32.13,33.01,31.64,752723,24181622
BAMB,2020-05-06,32.23,31.7,33.47,31.67,967937,30684817
BAMB,2020-05-07,32.36,33.14,34.86,31.46,727779,24115503
BAMB,2020-05-08,32.75,32.68,34.57,31.83,892647,29170347
BAMB,2020-05-11,33.37,34.13,35.03,31.64,298574,10191819
BAMB,2020-05-12,33.11,32.57,34.61,32.23,674129,21953696
BAMB,2020-05-13,34.45,33.92,35.64,32.82,973309,33018881
BAMB,2020-05-14,33.28,34.01,35.78,31.63,374355,12730819
BAMB,2020-05-15,35.28,35.43,37.11,34.24,248706,8810915
BAMB,2020-05-18,33.91,33.14,35.53,31.61,440542,14597765
BAMB,2020-05-19,32.47,32.01,33.06,31.0,388052,12423375
BAMB,2020-05-20,31.98,31.65,33.01,30.05,101631,3217121
BAMB,2020-05-21,35.13,34.17,36.26,34.1,199684,6824165
BAMB,2020-05-22,35.63,34.98,37.13,33.8,806451,28206741
BAMB,2020-05-25,35.15,34.48,35.65,34.21,757245,26111831
BAMB,2020-05-26,32.15,32.83,34.2,30.59,61243,2010748
BAMB,2020-05-27,31.89,31.1,31.89,29.71,970379,30181505
BAMB,2020-05-28,33.64,33.23,35.1,31.7,167224,5557659
BAMB,2020-05-29,34.5,34.41,34.98,32.47,945746,32542542
BAMB,2020-06-01,34.93,35.0,36.65,34.58,119267,4173794
BAMB,2020-06-02,35.44,36.21,36.6,34.74,475404,17212175
BAMB,2020-06-03,35.27,34.38,36.91,32.42,377678,12984189
BAMB,2020-06-04,34.54,34.95,36.88,33.84,750694,26235854
BAMB,2020-06-05,34.12,33.89,36.0,32.86,651249,22070276
BAMB,2020-06-08,32.11,32.8,34.1,32.06,773461,25372878
BAMB,2020-06-09,31.77,30.92,32.93,29.1,299668,9266473
BAMB,2020-06-10,34.64,34.4,35.3,33.44,690280,23743232
BAMB,2020-06-11,35.53,35.59,36.3,34.48,444500,15820086
BAMB,2020-06-12,35.35,34.97,36.37,34.7,677292,23681680
BAMB,2020-06-15,31.98,31.53,32.28,29.64,37364,1177902
BAMB,2020-06-16,32.94,32.92,34.16,31.06,707527,23289334
BAMB,2020-06-17,33.31,33.11,33.89,31.92,515750,17078135
BAMB,2020-06-18,33.39,33.86,34.44,32.72,154371,5226605
BAMB,2020-06-19,34.89,34.71,35.86,32.84,380209,13195477
BAMB,2020-06-22,34.13,34.84,34.97,33.35,944279,32896150
BAMB,2020-06-23,32.46,33.28,33.71,31.35,29984,997737
BAMB,2020-06-24,32.91,33.85,34.42,32.48,337940,11437606
BAMB,2020-06-25,34.4,35.24,37.15,33.5,236468,8332307
BAMB,2020-06-26,33.28,33.83,35.64,32.08,270978,9167923
BAMB,2020-06-29,31.86,32.62,34.32,31.35,304935,9947763
BAMB,2020-06-30,32.45,32.29,33.38,31.47,86216,2783622
BAMB,2020-07-01,31.99,32.0,32.88,31.71,331366,10603866
BAMB,2020-07-02,33.12,33.35,34.33,31.68,31045,1035408
BAMB,2020-07-03,34.92,34.81,35.91,33.47,235650,8203183
BAMB,2020-07-06,33.92,34.15,34.41,33.41,255139,8713188
BAMB,2020-07-07,34.11,35.04,36.79,33.54,568434,19917879
BAMB,2020-07-08,34.84,35.69,36.81,34.56,247909,8846720
BAMB,2020-07-09,32.74,33.63,35.28,31.18,248538,8357988
BAMB,2020-07-10,32.0,31.3,33.92,30.08,509966,15963283
BAMB,2020-07-13,32.95,33.62,34.55,32.83,281592,9467813
BAMB,2020-07-14,35.41,36.37,37.51,33.63,553719,20140761
BAMB,2020-07-15,33.74,34.04,35.55,32.63,237593,8086855
BAMB,2020-07-16,34.26,33.29,34.89,31.41,795195,26475193
BAMB,2020-07-17,34.62,35.13,36.6,32.64,132511,4655621
BAMB,2020-07-20,33.34,32.65,34.0,31.12,952745,31110913
BAMB,2020-07-21,32.57,33.38,34.82,32.0,829537,27692182
BAMB,2020-07-22,34.36,34.93,36.09,32.69,867932,30315419
BAMB,2020-07-23,32.55,33.4,34.79,31.21,53316,1780856
BAMB,2020-07-24,32.65,32.22,33.83,31.23,367417,11837397
BAMB,2020-07-27,33.53,33.61,34.88,31.62,308588,10370997
BAMB,2020-07-28,33.75,32.89,34.48,32.84,229763,7557604
BAMB,2020-07-29,32.24,32.4,33.19,30.65,908202,29427707
BAMB,2020-07-30,32.77,33.14,34.63,32.53,18532,614100
BAMB,2020-07-31,34.37,33.98,34.9,32.35,670810,22794571
BAMB,2020-08-03,34.5,33.58,35.54,33.24,839871,28199704
BAMB,2020-08-04,32.73,32.57,33.13,32.3,437425,14248383
BAMB,2020-08-05,34.43,35.33,35.9,34.27,915920,32362682
BAMB,2020-08-06,31.73,31.65,33.0,30.79,89792,2841783
BAMB,2020-08-07,34.82,34.47,35.09,33.37,562261,19381503
BAMB,2020-08-10,35.3,34.9,36.08,33.01,622382,21722240
BAMB,2020-08-11,32.58,32.02,33.79,31.21,88191,2823894
BAMB,2020-08-12,33.46,33.86,34.67,33.34,156601,5301960
BAMB,2020-08-13,34.52,34.07,34.98,33.46,469976,16010113
BAMB,2020-08-14,32.15,32.34,33.79,32.01,673660,21782938
BAMB,2020-08-17,33.36,33.5,34.66,33.22,587963,19694303
BAMB,2020-08-18,34.34,34.0,35.37,32.07,561385,19087326
BAMB,2020-08-19,33.52,32.81,34.98,31.25,233617,7663859
BAMB,2020-08-20,31.76,31.41,31.91,29.81,31823,999655
BAMB,2020-08-21,31.81,32.15,33.36,31.65,888050,28554656
BAMB,2020-08-24,33.0,32.79,34.88,32.0,799870,26226819
BAMB,2020-08-25,35.13,35.58,37.26,34.14,171432,6099850
BAMB,2020-08-26,35.57,34.83,36.78,32.83,168328,5862603
BAMB,2020-08-27,33.68,34.01,35.46,32.13,952655,32395293
BAMB,2020-08-28,32.03,31.5,32.35,29.69,168024,5293478
BAMB,2020-08-31,33.82,33.69,34.78,33.12,134717,4538943
BAMB,2020-09-01,32.19,32.68,33.89,31.46,818425,26748163
BAMB,2020-09-02,32.24,31.46,34.01,30.11,762185,23980223
BAMB,2020-09-03,32.57,32.93,34.91,32.54,15220,501224
BAMB,2020-09-04,33.82,33.46,35.14,31.67,554982,18571987
BAMB,2020-09-07,32.03,32.59,33.38,30.41,948824,30918641
BAMB,2020-09-08,35.17,34.18,35.3,34.13,928153,31722288
BAMB,2020-09-09,35.22,34.38,36.33,32.73,444100,15268147
BAMB,2020-09-10,34.61,34.16,36.01,32.75,73734,2519029
BAMB,2020-09-11,35.0,35.97,36.9,34.35,231996,8345179
BAMB,2020-09-14,35.53,35.46,37.45,33.58,343758,12188616
BAMB,2020-09-15,34.33,34.66,35.58,33.79,123332,4274562
BAMB,2020-09-16,31.81,31.07,32.08,31.02,20944,650769
BAMB,2020-09-17,32.56,32.85,33.31,31.58,397626,13063738
BAMB,2020-09-18,33.66,32.95,35.43,32.27,563043,18550857
BAMB,2020-09-21,32.16,33.15,33.36,31.33,774658,25678841
BAMB,2020-09-22,35.62,34.76,36.69,32.93,599469,20837064
BAMB,2020-09-23,34.16,34.45,34.54,32.44,519944,17913001
BAMB,2020-09-24,33.65,34.24,35.36,33.27,988799,33859871
BAMB,2020-09-25,32.95,32.56,34.16,30.95,12496,406892
BAMB,2020-09-28,32.46,31.97,33.53,31.41,940894,30085071
BAMB,2020-09-29,33.41,33.19,35.31,32.31,348863,11577174
BAMB,2020-09-30,34.4,33.42,34.52,32.13,692784,23155978
BAMB,2020-10-01,34.21,34.96,35.56,33.94,802510,28052546
BAMB,2020-10-02,34.62,34.68,36.56,33.38,264468,9170544
BAMB,2020-10-05,33.73,34.52,36.28,32.23,199923,6901396
BAMB,2020-10-06,31.84,31.28,31.99,30.5,85529,2675003
BAMB,2020-10-07,33.4,32.57,33.63,30.67,464039,15114673
BAMB,2020-10-08,32.66,33.5,33.61,31.28,637668,21362926
BAMB,2020-10-09,35.53,34.67,36.75,34.47,921089,31938741
BAMB,2020-10-12,35.06,35.94,36.56,34.28,746425,26826210
BAMB,2020-10-13,34.37,35.18,36.68,32.63,578324,20347971
BAMB,2020-10-14,33.82,33.95,34.3,32.82,602408,20450853
BAMB,2020-10-15,33.94,33.45,34.01,32.78,358535,11994742
BAMB,2020-10-16,33.95,34.44,34.99,32.59,424528,14621571
BAMB,2020-10-19,31.83,32.39,33.43,31.08,228811,7410504
BAMB,2020-10-20,34.66,35.33,36.52,34.43,496242,17534028
BAMB,2020-10-21,33.92,33.1,35.24,31.83,783804,25942159
BAMB,2020-10-22,33.2,32.28,34.78,30.99,863315,27870050
BAMB,2020-10-23,34.42,33.54,35.09,31.84,531272,17817912
BAMB,2020-10-26,34.93,34.53,36.93,33.02,356743,12319486
BAMB,2020-10-27,35.63,36.02,37.22,34.81,305270,10995321
BAMB,2020-10-28,32.82,33.74,35.72,30.97,790343,26669470
BAMB,2020-10-29,32.99,33.64,34.94,32.65,24433,821864
BAMB,2020-10-30,32.52,33.2,35.12,32.09,655362,21757147
BAMB,2020-11-02,32.98,32.17,33.59,30.74,487516,15684050
BAMB,2020-11-03,34.99,34.34,36.3,33.13,488524,16777148
BAMB,2020-11-04,33.17,33.86,35.82,32.76,716150,24248815
BAMB,2020-11-05,35.4,34.66,37.35,34.59,695752,24115897
BAMB,2020-11-06,34.72,35.34,35.56,34.64,414013,14631199
BAMB,2020-11-09,33.37,32.5,33.95,31.21,119266,3875717
BAMB,2020-11-10,34.91,34.97,36.19,33.88,384244,13435815
BAMB,2020-11-11,34.44,34.34,34.68,33.05,680875,23382105
BAMB,2020-11-12,33.23,32.89,33.6,32.6,648447,21330638
BAMB,2020-11-13,32.28,33.06,33.72,32.25,804786,26607404
BAMB,2020-11-16,34.21,34.46,35.21,33.95,698526,24072065
BAMB,2020-11-17,33.22,32.93,33.9,31.08,757830,24952052
BAMB,2020-11-18,32.67,32.81,33.94,32.24,323402,10609282
BAMB,2020-11-19,33.36,33.17,35.13,32.74,525463,17429171
BAMB,2020-11-20,34.78,35.74,37.57,33.78,301349,10771214
BAMB,2020-11-23,33.44,33.13,33.87,31.92,937872,31071159
BAMB,2020-11-24,34.5,34.32,34.62,32.94,648911,22271699
BAMB,2020-11-25,33.11,32.87,34.04,31.43,744493,24472352
BAMB,2020-11-26,34.98,34.41,36.06,33.44,671874,23119149
BAMB,2020-11-27,33.09,33.21,34.33,31.67,999656,33199863
BAMB,2020-11-30,34.16,33.17,35.27,32.44,567430,18821211
BAMB,2020-12-01,32.12,32.58,33.63,31.24,409568,13342622
BAMB,2020-12-02,31.86,31.3,33.09,29.61,27716,867571
BAMB,2020-12-03,32.33,33.23,34.91,31.78,305921,10165227
BAMB,2020-12-04,35.22,35.26,35.34,34.77,901532,31791160
BAMB,2020-12-07,34.19,35.05,36.82,33.18,988866,34658618
BAMB,2020-12-08,33.84,32.88,35.61,31.3,634959,20875940
BAMB,2020-12-09,32.73,32.5,33.75,30.54,233764,7597923
BAMB,2020-12-10,34.67,35.51,37.24,32.68,48056,1706400
BAMB,2020-12-11,32.93,33.2,34.67,31.86,859971,28552124
BAMB,2020-12-14,32.39,31.86,34.31,30.97,565997,18034190
BAMB,2020-12-15,31.79,31.26,33.19,29.44,40949,1280132
BAMB,2020-12-16,32.97,32.16,34.83,30.42,461739,14849944
BAMB,2020-12-17,34.57,35.25,36.15,33.08,118043,4160566
BAMB,2020-12-18,34.97,34.59,35.82,33.18,923518,31947175
BAMB,2020-12-21,32.84,33.15,34.44,32.69,276726,9172409
BAMB,2020-12-22,32.17,32.61,32.9,30.3,322860,10528785
BAMB,2020-12-23,31.75,31.3,32.03,31.04,249831,7819615
BAMB,2020-12-24,35.36,34.67,36.0,33.79,657333,22791671
BAMB,2020-12-25,32.67,33.34,35.06,31.93,464150,15473903
BAMB,2020-12-28,32.59,31.94,33.46,30.87,35682,1139693
BAMB,2020-12-29,33.26,32.36,34.22,30.88,324716,10508963
BAMB,2020-12-30,31.96,31.48,32.96,29.76,582945,18349855
BAMB,2020-12-31,31.95,31.69,32.34,29.82,202298,6410895
BAMB,2021-01-01,34.43,34.04,35.09,33.18,974946,33191833
BAMB,2021-01-04,32.66,32.94,33.05,32.11,265672,8752348
BAMB,2021-01-05,32.69,32.84,34.24,32.07,648021,21283376
BAMB,2021-01-06,34.29,35.13,35.24,33.96,440407,15469551
BAMB,2021-01-07,34.25,34.01,34.93,33.44,810038,27553091
BAMB,2021-01-08,33.75,34.6,35.39,33.66,493843,17088273
BAMB,2021-01-11,33.11,32.17,33.16,31.89,789807,25408490
BAMB,2021-01-12,34.99,35.16,35.81,34.36,185126,6509244
BAMB,2021-01-13,32.89,32.36,33.45,31.98,576686,18662146
BAMB,2021-01-14,34.36,33.66,35.84,33.16,901900,30355598
BAMB,2021-01-15,33.65,33.03,35.05,31.93,441369,14576705
BAMB,2021-01-18,35.71,36.05,37.07,33.8,893086,32196774
BAMB,2021-01-19,34.48,35.15,35.92,33.11,655671,23049151
BAMB,2021-01-20,32.17,32.23,33.47,31.37,407756,13142142
BAMB,2021-01-21,34.74,34.52,35.92,32.96,90922,3138526
BAMB,2021-01-22,31.77,31.47,32.15,30.94,638677,20100497
BAMB,2021-01-25,32.84,32.29,34.53,30.44,947503,30596772
BAMB,2021-01-26,33.9,33.78,34.15,31.97,172750,5836334
BAMB,2021-01-27,33.46,32.54,34.82,31.65,96169,3129501
BAMB,2021-01-28,32.29,32.95,34.68,31.23,758045,24979378
BAMB,2021-01-29,32.51,32.35,32.95,32.34,928021,30018986
BAMB,2021-02-01,31.75,31.42,31.82,29.76,255573,8029138
BAMB,2021-02-02,33.51,33.34,33.87,31.41,946197,31547881
BAMB,2021-02-03,34.79,35.18,35.9,34.15,105238,3702587
BAMB,2021-02-04,33.1,33.11,34.14,31.12,821700,27208060
BAMB,2021-02-05,35.02,35.03,35.8,34.7,574222,20113601
BAMB,2021-02-08,35.15,35.94,37.05,33.78,469246,16863713
BAMB,2021-02-09,33.55,33.42,33.92,32.65,157258,5255777
BAMB,2021-02-10,33.95,34.46,35.45,32.76,106231,3660876
BAMB,2021-02-11,31.94,31.9,32.0,30.67,367828,11731876
BAMB,2021-02-12,35.11,35.4,37.06,33.71,949362,33602682
BAMB,2021-02-15,32.24,31.77,32.29,31.0,73455,2333763
BAMB,2021-02-16,32.97,32.61,33.31,32.02,574116,18722690
BAMB,2021-02-17,32.32,32.94,33.44,30.58,749332,24686047
BAMB,2021-02-18,33.38,33.84,34.41,33.26,827220,27990187
BAMB,2021-02-19,33.03,32.36,33.35,31.82,792591,25651949
BAMB,2021-02-22,35.12,35.38,36.99,33.57,65509,2317506
BAMB,2021-02-23,34.62,35.42,36.96,33.56,715605,25346212
BAMB,2021-02-24,33.55,34.36,36.11,32.11,811354,27879353
BAMB,2021-02-25,32.17,33.1,34.11,31.41,307788,10187979
BAMB,2021-02-26,35.37,35.08,36.78,34.78,622554,21836871
BAMB,2021-03-01,32.77,33.15,33.33,30.94,762822,25288021
BAMB,2021-03-02,34.27,34.23,35.62,32.68,753320,25785499
BAMB,2021-03-03,33.43,32.95,34.4,32.14,512972,16903533
BAMB,2021-03-04,32.19,31.52,33.83,29.92,873772,27544189
BAMB,2021-03-05,35.68,35.82,36.05,33.92,419978,15043774
BAMB,2021-03-08,33.65,34.51,34.73,32.62,20207,697377
BAMB,2021-03-09,34.82,33.94,35.04,33.07,100685,3417188
BAMB,2021-03-10,33.77,33.1,34.88,32.65,363779,12041177
BAMB,2021-03-11,34.48,34.3,35.96,32.5,911584,31264140
BAMB,2021-03-12,31.99,31.56,32.17,30.56,418551,13208906
BAMB,2021-03-15,34.29,34.92,35.52,33.73,877366,30636013
BAMB,2021-03-16,32.13,31.85,32.73,30.58,18070,575564
BAMB,2021-03-17,34.36,34.11,34.49,32.63,800449,27304067
BAMB,2021-03-18,32.32,31.7,32.53,31.08,715911,22697490
BAMB,2021-03-19,32.04,32.86,33.02,31.81,83071,2729458
BAMB,2021-03-22,34.74,34.54,35.58,33.27,242796,8385243
BAMB,2021-03-23,34.69,33.96,35.09,32.58,369745,12556438
BAMB,2021-03-24,34.76,35.24,36.78,34.67,362328,12769268
BAMB,2021-03-25,33.22,34.08,34.66,32.28,964001,32857443
BAMB,2021-03-26,33.94,33.39,35.15,31.79,863227,28820753
BAMB,2021-03-29,35.36,34.5,36.87,33.99,159018,5486268
BAMB,2021-03-30,33.79,34.21,34.25,32.58,66350,2269812
BAMB,2021-03-31,34.35,35.2,36.33,32.67,606873,21360943
BAMB,2021-04-01,33.07,33.11,34.15,32.65,594279,19677746
BAMB,2021-04-02,34.59,35.39,36.63,34.16,924015,32702510
BAMB,2021-04-05,32.54,32.81,33.66,32.51,391503,12843584
BAMB,2021-04-06,33.73,34.35,35.48,32.76,503341,17289837
BAMB,2021-04-07,34.33,35.23,36.29,32.75,488057,17195339
BAMB,2021-04-08,34.18,34.6,36.39,33.51,24601,851224
BAMB,2021-04-09,33.28,32.91,35.18,31.65,273053,8985750
BAMB,2021-04-12,35.52,35.86,36.48,34.71,352445,12638688
BAMB,2021-04-13,33.97,34.63,35.54,32.35,196327,6798039
BAMB,2021-04-14,34.5,35.22,36.69,32.9,396564,13965908
BAMB,2021-04-15,32.57,33.19,33.76,32.5,316179,10495308
BAMB,2021-04-16,32.6,33.47,34.13,32.25,952918,31890135
BAMB,2021-04-19,33.09,33.04,33.9,31.15,545346,18018274
BAMB,2021-04-20,33.23,32.67,34.72,32.4,841173,27480103
BAMB,2021-04-21,35.41,36.17,36.75,34.5,863307,31225385
BAMB,2021-04-22,34.91,34.76,36.88,33.72,842921,29303750
BAMB,2021-04-23,33.14,33.1,34.95,31.5,107571,3561108
BAMB,2021-04-26,34.43,34.92,35.87,34.1,101607,3548033
BAMB,2021-04-27,34.81,34.77,34.83,33.38,873302,30368584
